arity,depth,density,dep_length,crossings,n_tokens,lang,source,model
4,10,0.018518518518518517,17.185185185185187,396,54,ar,Random,N/A
5,8,0.02702702702702703,5.135135135135135,0,37,ar,Human,N/A
6,7,0.02702702702702703,12.91891891891892,195,37,ar,Random,N/A
3,5,0.09090909090909091,1.3636363636363635,0,11,ar,Human,N/A
3,3,0.09090909090909091,4.090909090909091,13,11,ar,Random,N/A
5,8,0.018518518518518517,3.5925925925925926,0,54,ar,Human,N/A
6,7,0.018518518518518517,15.351851851851851,273,54,ar,Random,N/A
4,8,0.041666666666666664,3.0,0,24,ar,Human,N/A
4,5,0.041666666666666664,7.625,73,24,ar,Random,N/A
3,4,0.09090909090909091,1.8181818181818181,0,11,ar,Human,N/A
4,3,0.09090909090909091,2.3636363636363638,5,11,ar,Random,N/A
5,12,0.015625,4.1875,6,64,ar,Human,N/A
6,9,0.015625,21.8125,645,64,ar,Random,N/A
4,9,0.02857142857142857,4.114285714285714,0,35,ar,Human,N/A
4,6,0.02857142857142857,11.971428571428572,188,35,ar,Random,N/A
5,11,0.02564102564102564,4.333333333333333,0,39,ar,Human,N/A
5,5,0.02564102564102564,13.282051282051283,235,39,ar,Random,N/A
5,8,0.03225806451612903,3.6129032258064515,0,31,ar,Human,N/A
4,7,0.03225806451612903,9.612903225806452,127,31,ar,Random,N/A
3,13,0.05555555555555555,2.0555555555555554,0,18,ar,Human,N/A
6,4,0.05555555555555555,6.222222222222222,45,18,ar,Random,N/A
3,8,0.047619047619047616,2.761904761904762,0,21,ar,Human,N/A
6,4,0.047619047619047616,7.380952380952381,45,21,ar,Random,N/A
4,7,0.05,3.25,1,20,ar,Human,N/A
5,4,0.05,4.9,26,20,ar,Random,N/A
6,16,0.030303030303030304,2.696969696969697,0,33,ar,Human,N/A
5,8,0.030303030303030304,11.969696969696969,127,33,ar,Random,N/A
3,9,0.04,2.56,0,25,ar,Human,N/A
5,6,0.04,9.36,92,25,ar,Random,N/A
4,10,0.029411764705882353,3.764705882352941,0,34,ar,Human,N/A
4,6,0.029411764705882353,13.147058823529411,178,34,ar,Random,N/A
7,15,0.02702702702702703,2.72972972972973,0,37,ar,Human,N/A
5,7,0.02702702702702703,10.08108108108108,137,37,ar,Random,N/A
3,14,0.034482758620689655,2.5172413793103448,0,29,ar,Human,N/A
6,6,0.034482758620689655,10.206896551724139,106,29,ar,Random,N/A
4,17,0.023809523809523808,3.738095238095238,1,42,ar,Human,N/A
8,7,0.023809523809523808,14.547619047619047,251,42,ar,Random,N/A
3,14,0.041666666666666664,2.375,2,24,ar,Human,N/A
3,5,0.041666666666666664,9.5,109,24,ar,Random,N/A
3,7,0.05,2.7,2,20,ar,Human,N/A
4,6,0.05,5.7,55,20,ar,Random,N/A
3,26,0.02631578947368421,2.473684210526316,0,38,ar,Human,N/A
6,6,0.02631578947368421,11.81578947368421,164,38,ar,Random,N/A
2,13,0.038461538461538464,2.3846153846153846,0,26,ar,Human,N/A
7,6,0.038461538461538464,8.653846153846153,100,26,ar,Random,N/A
3,15,0.02857142857142857,3.057142857142857,0,35,ar,Human,N/A
4,6,0.02857142857142857,12.257142857142858,177,35,ar,Random,N/A
2,2,0.25,1.25,0,4,ar,Human,N/A
1,3,0.25,0.75,0,4,ar,Random,N/A
2,5,0.1111111111111111,1.1111111111111112,0,9,ar,Human,N/A
3,3,0.1111111111111111,3.2222222222222223,9,9,ar,Random,N/A
4,11,0.027777777777777776,3.0277777777777777,0,36,ar,Human,N/A
5,8,0.027777777777777776,12.277777777777779,171,36,ar,Random,N/A
3,12,0.03125,2.6875,0,32,ar,Human,N/A
6,8,0.03125,10.0,138,32,ar,Random,N/A
4,16,0.02702702702702703,2.7837837837837838,2,37,ar,Human,N/A
5,6,0.02702702702702703,11.891891891891891,195,37,ar,Random,N/A
2,15,0.03333333333333333,2.466666666666667,0,30,ar,Human,N/A
4,9,0.03333333333333333,9.666666666666666,90,30,ar,Random,N/A
3,13,0.03225806451612903,3.2903225806451615,0,31,ar,Human,N/A
6,6,0.03225806451612903,11.387096774193548,166,31,ar,Random,N/A
6,7,0.023809523809523808,4.309523809523809,0,42,ar,Human,N/A
3,7,0.023809523809523808,16.166666666666668,260,42,ar,Random,N/A
4,6,0.07142857142857142,1.7142857142857142,0,14,ar,Human,N/A
4,3,0.07142857142857142,3.5714285714285716,13,14,ar,Random,N/A
4,8,0.034482758620689655,3.206896551724138,0,29,ar,Human,N/A
4,6,0.034482758620689655,11.620689655172415,144,29,ar,Random,N/A
3,10,0.04,2.92,0,25,ar,Human,N/A
5,6,0.04,7.48,90,25,ar,Random,N/A
3,9,0.025,3.375,0,40,ar,Human,N/A
6,6,0.025,15.2,212,40,ar,Random,N/A
5,12,0.022222222222222223,3.3333333333333335,0,45,ar,Human,N/A
8,6,0.022222222222222223,15.244444444444444,322,45,ar,Random,N/A
3,15,0.02127659574468085,2.9574468085106385,0,47,ar,Human,N/A
6,6,0.02127659574468085,14.085106382978724,318,47,ar,Random,N/A
3,12,0.03571428571428571,2.5714285714285716,0,28,ar,Human,N/A
6,6,0.03571428571428571,8.535714285714286,103,28,ar,Random,N/A
4,7,0.037037037037037035,3.740740740740741,0,27,ar,Human,N/A
6,6,0.037037037037037035,8.407407407407407,75,27,ar,Random,N/A
3,12,0.029411764705882353,3.088235294117647,0,34,ar,Human,N/A
5,8,0.029411764705882353,11.882352941176471,173,34,ar,Random,N/A
3,14,0.037037037037037035,2.4074074074074074,0,27,ar,Human,N/A
4,6,0.037037037037037035,9.407407407407407,108,27,ar,Random,N/A
5,6,0.03125,3.53125,0,32,ar,Human,N/A
5,5,0.03125,12.15625,150,32,ar,Random,N/A
3,3,0.14285714285714285,1.1428571428571428,0,7,ar,Human,N/A
3,3,0.14285714285714285,1.7142857142857142,2,7,ar,Random,N/A
4,8,0.03125,3.0625,0,32,ar,Human,N/A
5,6,0.03125,11.96875,124,32,ar,Random,N/A
3,6,0.07692307692307693,2.3846153846153846,2,13,ar,Human,N/A
2,6,0.07692307692307693,3.6923076923076925,10,13,ar,Random,N/A
3,7,0.045454545454545456,3.227272727272727,1,22,ar,Human,N/A
3,5,0.045454545454545456,8.5,56,22,ar,Random,N/A
3,12,0.03125,2.90625,0,32,ar,Human,N/A
5,5,0.03125,10.84375,173,32,ar,Random,N/A
4,9,0.029411764705882353,3.2941176470588234,4,34,ar,Human,N/A
4,6,0.029411764705882353,12.264705882352942,184,34,ar,Random,N/A
3,13,0.029411764705882353,2.6470588235294117,0,34,ar,Human,N/A
5,6,0.029411764705882353,11.235294117647058,187,34,ar,Random,N/A
5,4,0.0625,2.8125,0,16,ar,Human,N/A
3,4,0.0625,5.6875,17,16,ar,Random,N/A
3,5,0.058823529411764705,1.7058823529411764,0,17,ar,Human,N/A
7,4,0.058823529411764705,8.235294117647058,44,17,ar,Random,N/A
4,11,0.018867924528301886,3.30188679245283,0,53,ar,Human,N/A
4,11,0.018867924528301886,17.20754716981132,367,53,ar,Random,N/A
9,12,0.015873015873015872,5.015873015873016,0,63,ar,Human,N/A
5,7,0.015873015873015872,18.666666666666668,577,63,ar,Random,N/A
4,12,0.017241379310344827,3.7241379310344827,1,58,ar,Human,N/A
6,7,0.017241379310344827,16.413793103448278,467,58,ar,Random,N/A
5,10,0.023809523809523808,3.0238095238095237,0,42,ar,Human,N/A
6,5,0.023809523809523808,16.166666666666668,297,42,ar,Random,N/A
4,8,0.04,2.88,0,25,ar,Human,N/A
4,5,0.04,8.6,114,25,ar,Random,N/A
3,9,0.034482758620689655,3.8275862068965516,0,29,ar,Human,N/A
7,6,0.034482758620689655,11.137931034482758,137,29,ar,Random,N/A
5,11,0.02127659574468085,3.0425531914893615,0,47,ar,Human,N/A
5,7,0.02127659574468085,15.787234042553191,342,47,ar,Random,N/A
5,8,0.023255813953488372,3.302325581395349,0,43,ar,Human,N/A
7,5,0.023255813953488372,11.116279069767442,197,43,ar,Random,N/A
4,12,0.02127659574468085,3.1914893617021276,0,47,ar,Human,N/A
7,6,0.02127659574468085,17.48936170212766,371,47,ar,Random,N/A
4,10,0.045454545454545456,2.590909090909091,1,22,ar,Human,N/A
5,5,0.045454545454545456,8.545454545454545,56,22,ar,Random,N/A
4,9,0.034482758620689655,2.8275862068965516,0,29,ar,Human,N/A
5,5,0.034482758620689655,8.206896551724139,117,29,ar,Random,N/A
3,12,0.038461538461538464,2.5384615384615383,0,26,ar,Human,N/A
4,5,0.038461538461538464,8.346153846153847,92,26,ar,Random,N/A
26,5,0.01639344262295082,11.475409836065573,0,61,ar,Human,N/A
4,9,0.01639344262295082,20.295081967213115,620,61,ar,Random,N/A
5,2,0.125,3.0,0,8,ar,Human,N/A
2,4,0.125,2.375,5,8,ar,Random,N/A
3,16,0.017241379310344827,3.1379310344827585,1,58,ar,Human,N/A
5,9,0.017241379310344827,17.137931034482758,410,58,ar,Random,N/A
8,10,0.013513513513513514,4.094594594594595,0,74,ar,Human,N/A
6,8,0.013513513513513514,23.66216216216216,816,74,ar,Random,N/A
4,11,0.016129032258064516,3.4193548387096775,0,62,ar,Human,N/A
6,9,0.016129032258064516,22.35483870967742,596,62,ar,Random,N/A
5,11,0.013513513513513514,5.22972972972973,0,74,ar,Human,N/A
5,9,0.013513513513513514,22.013513513513512,835,74,ar,Random,N/A
3,6,0.058823529411764705,3.0,0,17,ar,Human,N/A
3,6,0.058823529411764705,6.294117647058823,38,17,ar,Random,N/A
3,10,0.03225806451612903,2.838709677419355,0,31,ar,Human,N/A
7,4,0.03225806451612903,9.225806451612904,109,31,ar,Random,N/A
5,20,0.013157894736842105,2.9078947368421053,0,76,ar,Human,N/A
6,9,0.013157894736842105,26.18421052631579,890,76,ar,Random,N/A
4,18,0.019230769230769232,3.1923076923076925,0,52,ar,Human,N/A
5,7,0.019230769230769232,19.903846153846153,339,52,ar,Random,N/A
5,9,0.03225806451612903,3.225806451612903,2,31,ar,Human,N/A
6,4,0.03225806451612903,11.548387096774194,146,31,ar,Random,N/A
3,5,0.09090909090909091,1.2727272727272727,0,11,ar,Human,N/A
4,4,0.09090909090909091,4.0,12,11,ar,Random,N/A
5,13,0.02040816326530612,3.673469387755102,0,49,ar,Human,N/A
5,6,0.02040816326530612,14.795918367346939,265,49,ar,Random,N/A
4,6,0.04,3.68,0,25,ar,Human,N/A
4,6,0.04,7.92,82,25,ar,Random,N/A
6,14,0.021739130434782608,3.760869565217391,0,46,ar,Human,N/A
6,5,0.021739130434782608,16.0,277,46,ar,Random,N/A
6,14,0.021739130434782608,2.8260869565217392,0,46,ar,Human,N/A
6,6,0.021739130434782608,16.32608695652174,365,46,ar,Random,N/A
5,13,0.01818181818181818,3.9454545454545453,0,55,ar,Human,N/A
5,9,0.01818181818181818,18.87272727272727,448,55,ar,Random,N/A
4,13,0.025,3.45,0,40,ar,Human,N/A
5,5,0.025,15.575,304,40,ar,Random,N/A
4,10,0.03571428571428571,3.5357142857142856,0,28,ar,Human,N/A
4,8,0.03571428571428571,8.214285714285714,100,28,ar,Random,N/A
3,13,0.041666666666666664,2.2916666666666665,0,24,ar,Human,N/A
4,7,0.041666666666666664,8.625,92,24,ar,Random,N/A
3,9,0.02631578947368421,3.026315789473684,0,38,ar,Human,N/A
5,7,0.02631578947368421,12.894736842105264,196,38,ar,Random,N/A
4,11,0.02857142857142857,2.7714285714285714,0,35,ar,Human,N/A
6,7,0.02857142857142857,14.8,230,35,ar,Random,N/A
5,6,0.058823529411764705,2.7058823529411766,0,17,ar,Human,N/A
3,5,0.058823529411764705,5.176470588235294,26,17,ar,Random,N/A
4,11,0.024390243902439025,3.2439024390243905,0,41,ar,Human,N/A
6,8,0.024390243902439025,13.878048780487806,242,41,ar,Random,N/A
5,8,0.037037037037037035,3.0,0,27,ar,Human,N/A
5,7,0.037037037037037035,8.444444444444445,104,27,ar,Random,N/A
4,12,0.02564102564102564,3.717948717948718,0,39,ar,Human,N/A
7,4,0.02564102564102564,11.666666666666666,205,39,ar,Random,N/A
2,3,0.2,1.0,0,5,ar,Human,N/A
1,4,0.2,1.4,1,5,ar,Random,N/A
5,7,0.025,3.65,0,40,ar,Human,N/A
6,6,0.025,12.125,205,40,ar,Random,N/A
5,9,0.02631578947368421,3.5,0,38,ar,Human,N/A
4,6,0.02631578947368421,12.657894736842104,192,38,ar,Random,N/A
4,11,0.030303030303030304,2.878787878787879,1,33,ar,Human,N/A
6,6,0.030303030303030304,10.545454545454545,163,33,ar,Random,N/A
4,9,0.03333333333333333,3.1333333333333333,0,30,ar,Human,N/A
7,5,0.03333333333333333,8.7,120,30,ar,Random,N/A
4,8,0.02857142857142857,3.5714285714285716,0,35,ar,Human,N/A
5,7,0.02857142857142857,10.82857142857143,132,35,ar,Random,N/A
6,13,0.01818181818181818,3.8181818181818183,0,55,ar,Human,N/A
10,6,0.01818181818181818,18.254545454545454,435,55,ar,Random,N/A
5,12,0.02564102564102564,3.9743589743589745,0,39,ar,Human,N/A
5,5,0.02564102564102564,14.564102564102564,212,39,ar,Random,N/A
7,7,0.027777777777777776,4.111111111111111,0,36,ar,Human,N/A
6,6,0.027777777777777776,10.555555555555555,179,36,ar,Random,N/A
3,4,0.09090909090909091,2.0,0,11,ar,Human,N/A
3,3,0.09090909090909091,4.181818181818182,10,11,ar,Random,N/A
5,8,0.022727272727272728,4.0227272727272725,0,44,ar,Human,N/A
6,8,0.022727272727272728,14.204545454545455,215,44,ar,Random,N/A
4,10,0.022222222222222223,3.688888888888889,2,45,ar,Human,N/A
7,7,0.022222222222222223,13.422222222222222,279,45,ar,Random,N/A
