arity,depth,density,dep_length,crossings,n_tokens,lang,source,model
7,5,0.041666666666666664,8.541666666666666,50,24,ar,Random,N/A
3,4,0.125,1.25,0,8,ar,Human,N/A
3,3,0.125,1.875,2,8,ar,Random,N/A
3,5,0.1,2.0,0,10,ar,Human,N/A
3,3,0.1,3.6,5,10,ar,Random,N/A
3,5,0.07142857142857142,2.4285714285714284,0,14,ar,Human,N/A
3,4,0.07142857142857142,3.9285714285714284,12,14,ar,Random,N/A
3,8,0.041666666666666664,2.7083333333333335,0,24,ar,Human,N/A
4,6,0.041666666666666664,5.75,63,24,ar,Random,N/A
4,8,0.03571428571428571,3.107142857142857,0,28,ar,Human,N/A
4,8,0.03571428571428571,10.821428571428571,101,28,ar,Random,N/A
4,6,0.047619047619047616,3.0952380952380953,0,21,ar,Human,N/A
4,5,0.047619047619047616,6.9523809523809526,61,21,ar,Random,N/A
4,5,0.043478260869565216,3.217391304347826,0,23,ar,Human,N/A
5,5,0.043478260869565216,6.3478260869565215,46,23,ar,Random,N/A
3,8,0.047619047619047616,2.619047619047619,0,21,ar,Human,N/A
3,6,0.047619047619047616,8.095238095238095,77,21,ar,Random,N/A
4,7,0.05,2.65,0,20,ar,Human,N/A
3,5,0.05,4.7,32,20,ar,Random,N/A
4,10,0.04,2.6,1,25,ar,Human,N/A
7,5,0.04,9.4,93,25,ar,Random,N/A
3,11,0.03125,2.75,0,32,ar,Human,N/A
6,6,0.03125,11.78125,150,32,ar,Random,N/A
6,8,0.02702702702702703,4.243243243243243,4,37,ar,Human,N/A
6,6,0.02702702702702703,13.08108108108108,189,37,ar,Random,N/A
8,9,0.018867924528301886,4.735849056603773,0,53,ar,Human,N/A
7,6,0.018867924528301886,15.528301886792454,408,53,ar,Random,N/A
4,5,0.09090909090909091,1.4545454545454546,0,11,ar,Human,N/A
5,2,0.09090909090909091,3.727272727272727,6,11,ar,Random,N/A
6,10,0.02564102564102564,3.1794871794871793,0,39,ar,Human,N/A
9,5,0.02564102564102564,14.307692307692308,223,39,ar,Random,N/A
5,11,0.03225806451612903,2.870967741935484,1,31,ar,Human,N/A
7,5,0.03225806451612903,9.709677419354838,135,31,ar,Random,N/A
4,12,0.024390243902439025,3.1219512195121952,0,41,ar,Human,N/A
6,7,0.024390243902439025,14.682926829268293,249,41,ar,Random,N/A
4,7,0.037037037037037035,3.0,0,27,ar,Human,N/A
6,5,0.037037037037037035,11.037037037037036,144,27,ar,Random,N/A
4,6,0.058823529411764705,2.411764705882353,0,17,ar,Human,N/A
3,5,0.058823529411764705,5.235294117647059,24,17,ar,Random,N/A
4,7,0.038461538461538464,3.230769230769231,0,26,ar,Human,N/A
6,6,0.038461538461538464,8.26923076923077,78,26,ar,Random,N/A
3,8,0.038461538461538464,3.4615384615384617,0,26,ar,Human,N/A
4,7,0.038461538461538464,7.961538461538462,88,26,ar,Random,N/A
2,6,0.1111111111111111,1.0,0,9,ar,Human,N/A
5,3,0.1111111111111111,3.2222222222222223,3,9,ar,Random,N/A
5,16,0.017241379310344827,3.189655172413793,0,58,ar,Human,N/A
6,7,0.017241379310344827,18.79310344827586,522,58,ar,Random,N/A
3,11,0.03225806451612903,3.2903225806451615,0,31,ar,Human,N/A
6,6,0.03225806451612903,9.129032258064516,167,31,ar,Random,N/A
4,15,0.034482758620689655,3.4482758620689653,0,29,ar,Human,N/A
7,5,0.034482758620689655,9.137931034482758,95,29,ar,Random,N/A
6,13,0.017241379310344827,5.5344827586206895,0,58,ar,Human,N/A
6,7,0.017241379310344827,20.70689655172414,510,58,ar,Random,N/A
3,11,0.037037037037037035,2.6296296296296298,0,27,ar,Human,N/A
4,5,0.037037037037037035,7.037037037037037,65,27,ar,Random,N/A
3,5,0.0625,1.9375,0,16,ar,Human,N/A
3,4,0.0625,5.0,26,16,ar,Random,N/A
4,7,0.030303030303030304,3.272727272727273,0,33,ar,Human,N/A
4,5,0.030303030303030304,10.848484848484848,179,33,ar,Random,N/A
3,11,0.02040816326530612,3.204081632653061,0,49,ar,Human,N/A
5,10,0.02040816326530612,14.73469387755102,337,49,ar,Random,N/A
5,13,0.020833333333333332,3.8333333333333335,0,48,ar,Human,N/A
8,5,0.020833333333333332,16.25,303,48,ar,Random,N/A
5,6,0.02857142857142857,3.142857142857143,0,35,ar,Human,N/A
5,6,0.02857142857142857,11.228571428571428,160,35,ar,Random,N/A
4,14,0.02857142857142857,3.2,0,35,ar,Human,N/A
5,6,0.02857142857142857,11.371428571428572,156,35,ar,Random,N/A
2,7,0.09090909090909091,1.1818181818181819,0,11,ar,Human,N/A
3,5,0.09090909090909091,3.909090909090909,10,11,ar,Random,N/A
6,12,0.02127659574468085,3.1702127659574466,0,47,ar,Human,N/A
5,7,0.02127659574468085,14.148936170212766,314,47,ar,Random,N/A
5,9,0.025,3.425,0,40,ar,Human,N/A
5,8,0.025,12.725,274,40,ar,Random,N/A
5,7,0.02127659574468085,5.0638297872340425,0,47,ar,Human,N/A
5,7,0.02127659574468085,15.319148936170214,263,47,ar,Random,N/A
3,6,0.08333333333333333,2.5,1,12,ar,Human,N/A
4,3,0.08333333333333333,3.4166666666666665,5,12,ar,Random,N/A
2,4,0.125,1.125,0,8,ar,Human,N/A
2,4,0.125,2.125,2,8,ar,Random,N/A
7,7,0.02564102564102564,3.871794871794872,0,39,ar,Human,N/A
5,8,0.02564102564102564,13.846153846153847,226,39,ar,Random,N/A
3,9,0.04,2.64,0,25,ar,Human,N/A
5,5,0.04,11.68,88,25,ar,Random,N/A
2,13,0.04,2.56,0,25,ar,Human,N/A
4,8,0.04,9.88,100,25,ar,Random,N/A
4,8,0.043478260869565216,3.260869565217391,0,23,ar,Human,N/A
4,7,0.043478260869565216,10.26086956521739,78,23,ar,Random,N/A
3,5,0.05555555555555555,2.888888888888889,0,18,ar,Human,N/A
4,4,0.05555555555555555,5.0,32,18,ar,Random,N/A
2,6,0.09090909090909091,1.3636363636363635,0,11,ar,Human,N/A
4,5,0.09090909090909091,3.3636363636363638,15,11,ar,Random,N/A
4,15,0.021739130434782608,3.0869565217391304,0,46,ar,Human,N/A
6,6,0.021739130434782608,14.347826086956522,328,46,ar,Random,N/A
4,21,0.021739130434782608,2.717391304347826,0,46,ar,Human,N/A
6,7,0.021739130434782608,13.826086956521738,282,46,ar,Random,N/A
3,18,0.02702702702702703,2.5135135135135136,0,37,ar,Human,N/A
6,8,0.02702702702702703,11.567567567567568,183,37,ar,Random,N/A
5,11,0.017241379310344827,4.293103448275862,0,58,ar,Human,N/A
4,8,0.017241379310344827,17.120689655172413,400,58,ar,Random,N/A
5,14,0.03125,2.53125,0,32,ar,Human,N/A
4,5,0.03125,8.875,96,32,ar,Random,N/A
4,15,0.023809523809523808,2.6904761904761907,0,42,ar,Human,N/A
5,8,0.023809523809523808,13.976190476190476,226,42,ar,Random,N/A
2,3,0.16666666666666666,1.1666666666666667,0,6,ar,Human,N/A
2,3,0.16666666666666666,1.6666666666666667,1,6,ar,Random,N/A
5,7,0.03125,3.28125,0,32,ar,Human,N/A
5,7,0.03125,8.3125,94,32,ar,Random,N/A
3,8,0.0625,2.25,0,16,ar,Human,N/A
4,7,0.0625,4.6875,29,16,ar,Random,N/A
3,16,0.027777777777777776,2.611111111111111,0,36,ar,Human,N/A
7,6,0.027777777777777776,11.555555555555555,161,36,ar,Random,N/A
3,12,0.03225806451612903,2.903225806451613,0,31,ar,Human,N/A
7,6,0.03225806451612903,10.03225806451613,111,31,ar,Random,N/A
3,7,0.058823529411764705,3.1176470588235294,3,17,ar,Human,N/A
4,5,0.058823529411764705,4.882352941176471,26,17,ar,Random,N/A
3,13,0.029411764705882353,2.6470588235294117,0,34,ar,Human,N/A
6,5,0.029411764705882353,11.764705882352942,176,34,ar,Random,N/A
5,4,0.0625,2.8125,0,16,ar,Human,N/A
3,4,0.0625,5.0625,36,16,ar,Random,N/A
2,8,0.047619047619047616,2.9047619047619047,2,21,ar,Human,N/A
5,4,0.047619047619047616,7.571428571428571,37,21,ar,Random,N/A
2,4,0.14285714285714285,1.1428571428571428,0,7,ar,Human,N/A
4,3,0.14285714285714285,3.0,1,7,ar,Random,N/A
5,11,0.015384615384615385,3.4615384615384617,0,65,ar,Human,N/A
5,6,0.015384615384615385,19.50769230769231,648,65,ar,Random,N/A
5,9,0.018518518518518517,3.9074074074074074,4,54,ar,Human,N/A
6,6,0.018518518518518517,17.24074074074074,428,54,ar,Random,N/A
4,8,0.043478260869565216,3.1739130434782608,4,23,ar,Human,N/A
5,4,0.043478260869565216,7.869565217391305,55,23,ar,Random,N/A
3,8,0.043478260869565216,3.0434782608695654,1,23,ar,Human,N/A
5,5,0.043478260869565216,6.782608695652174,66,23,ar,Random,N/A
4,9,0.030303030303030304,3.5757575757575757,2,33,ar,Human,N/A
5,6,0.030303030303030304,10.848484848484848,172,33,ar,Random,N/A
2,7,0.1,1.0,0,10,ar,Human,N/A
3,4,0.1,3.5,17,10,ar,Random,N/A
4,11,0.02857142857142857,3.057142857142857,0,35,ar,Human,N/A
3,6,0.02857142857142857,12.685714285714285,200,35,ar,Random,N/A
3,9,0.05263157894736842,2.473684210526316,0,19,ar,Human,N/A
6,3,0.05263157894736842,6.7368421052631575,31,19,ar,Random,N/A
2,11,0.043478260869565216,2.347826086956522,0,23,ar,Human,N/A
4,6,0.043478260869565216,7.739130434782608,82,23,ar,Random,N/A
4,9,0.030303030303030304,2.878787878787879,0,33,ar,Human,N/A
5,9,0.030303030303030304,11.696969696969697,180,33,ar,Random,N/A
4,9,0.02127659574468085,3.7872340425531914,3,47,ar,Human,N/A
6,7,0.02127659574468085,16.638297872340427,372,47,ar,Random,N/A
5,7,0.02564102564102564,3.1538461538461537,0,39,ar,Human,N/A
8,6,0.02564102564102564,13.743589743589743,247,39,ar,Random,N/A
4,8,0.034482758620689655,2.896551724137931,0,29,ar,Human,N/A
4,7,0.034482758620689655,10.96551724137931,103,29,ar,Random,N/A
3,3,0.14285714285714285,1.5714285714285714,0,7,ar,Human,N/A
2,3,0.14285714285714285,2.142857142857143,3,7,ar,Random,N/A
5,10,0.018867924528301886,3.339622641509434,0,53,ar,Human,N/A
6,7,0.018867924528301886,18.41509433962264,433,53,ar,Random,N/A
3,5,0.07142857142857142,2.0,0,14,ar,Human,N/A
3,5,0.07142857142857142,4.214285714285714,16,14,ar,Random,N/A
5,10,0.024390243902439025,3.5121951219512195,0,41,ar,Human,N/A
5,7,0.024390243902439025,13.487804878048781,222,41,ar,Random,N/A
5,14,0.017857142857142856,4.464285714285714,0,56,ar,Human,N/A
6,8,0.017857142857142856,20.589285714285715,478,56,ar,Random,N/A
3,11,0.03125,4.0,0,32,ar,Human,N/A
4,5,0.03125,9.28125,148,32,ar,Random,N/A
4,12,0.022727272727272728,2.977272727272727,0,44,ar,Human,N/A
5,6,0.022727272727272728,15.795454545454545,278,44,ar,Random,N/A
4,11,0.018518518518518517,4.388888888888889,0,54,ar,Human,N/A
5,8,0.018518518518518517,18.5,497,54,ar,Random,N/A
5,8,0.02702702702702703,5.135135135135135,0,37,ar,Human,N/A
4,5,0.02702702702702703,11.45945945945946,173,37,ar,Random,N/A
3,5,0.09090909090909091,1.3636363636363635,0,11,ar,Human,N/A
3,4,0.09090909090909091,3.1818181818181817,9,11,ar,Random,N/A
5,8,0.018518518518518517,3.5925925925925926,0,54,ar,Human,N/A
5,9,0.018518518518518517,18.87037037037037,460,54,ar,Random,N/A
4,8,0.041666666666666664,3.0,0,24,ar,Human,N/A
4,6,0.041666666666666664,7.458333333333333,46,24,ar,Random,N/A
3,4,0.09090909090909091,1.8181818181818181,0,11,ar,Human,N/A
6,3,0.09090909090909091,3.272727272727273,10,11,ar,Random,N/A
5,12,0.015625,4.1875,6,64,ar,Human,N/A
8,7,0.015625,20.59375,621,64,ar,Random,N/A
4,9,0.02857142857142857,4.114285714285714,0,35,ar,Human,N/A
4,7,0.02857142857142857,9.085714285714285,148,35,ar,Random,N/A
5,11,0.02564102564102564,4.333333333333333,0,39,ar,Human,N/A
5,6,0.02564102564102564,13.384615384615385,244,39,ar,Random,N/A
5,8,0.03225806451612903,3.6129032258064515,0,31,ar,Human,N/A
4,5,0.03225806451612903,9.64516129032258,123,31,ar,Random,N/A
3,13,0.05555555555555555,2.0555555555555554,0,18,ar,Human,N/A
5,4,0.05555555555555555,6.666666666666667,51,18,ar,Random,N/A
3,8,0.047619047619047616,2.761904761904762,0,21,ar,Human,N/A
5,5,0.047619047619047616,8.238095238095237,56,21,ar,Random,N/A
4,7,0.05,3.25,1,20,ar,Human,N/A
7,4,0.05,8.0,51,20,ar,Random,N/A
6,16,0.030303030303030304,2.696969696969697,0,33,ar,Human,N/A
5,6,0.030303030303030304,11.696969696969697,150,33,ar,Random,N/A
3,9,0.04,2.56,0,25,ar,Human,N/A
5,5,0.04,8.72,58,25,ar,Random,N/A
4,10,0.029411764705882353,3.764705882352941,0,34,ar,Human,N/A
5,7,0.029411764705882353,10.794117647058824,166,34,ar,Random,N/A
7,15,0.02702702702702703,2.72972972972973,0,37,ar,Human,N/A
5,8,0.02702702702702703,11.432432432432432,222,37,ar,Random,N/A
3,14,0.034482758620689655,2.5172413793103448,0,29,ar,Human,N/A
3,8,0.034482758620689655,7.551724137931035,99,29,ar,Random,N/A
4,17,0.023809523809523808,3.738095238095238,1,42,ar,Human,N/A
5,5,0.023809523809523808,14.523809523809524,273,42,ar,Random,N/A
3,14,0.041666666666666664,2.375,2,24,ar,Human,N/A
4,7,0.041666666666666664,7.875,95,24,ar,Random,N/A
3,7,0.05,2.7,2,20,ar,Human,N/A
5,4,0.05,6.75,57,20,ar,Random,N/A
3,26,0.02631578947368421,2.473684210526316,0,38,ar,Human,N/A
6,7,0.02631578947368421,12.526315789473685,225,38,ar,Random,N/A
2,13,0.038461538461538464,2.3846153846153846,0,26,ar,Human,N/A
4,6,0.038461538461538464,9.038461538461538,64,26,ar,Random,N/A
3,15,0.02857142857142857,3.057142857142857,0,35,ar,Human,N/A
4,6,0.02857142857142857,10.257142857142858,159,35,ar,Random,N/A
2,2,0.25,1.25,0,4,ar,Human,N/A
2,2,0.25,1.25,1,4,ar,Random,N/A
2,5,0.1111111111111111,1.1111111111111112,0,9,ar,Human,N/A
2,4,0.1111111111111111,3.4444444444444446,0,9,ar,Random,N/A
4,11,0.027777777777777776,3.0277777777777777,0,36,ar,Human,N/A
5,5,0.027777777777777776,12.694444444444445,173,36,ar,Random,N/A
3,12,0.03125,2.6875,0,32,ar,Human,N/A
5,6,0.03125,7.40625,83,32,ar,Random,N/A
4,16,0.02702702702702703,2.7837837837837838,2,37,ar,Human,N/A
6,6,0.02702702702702703,10.64864864864865,183,37,ar,Random,N/A
2,15,0.03333333333333333,2.466666666666667,0,30,ar,Human,N/A
5,5,0.03333333333333333,10.6,130,30,ar,Random,N/A
3,13,0.03225806451612903,3.2903225806451615,0,31,ar,Human,N/A
4,8,0.03225806451612903,11.935483870967742,130,31,ar,Random,N/A
6,7,0.023809523809523808,4.309523809523809,0,42,ar,Human,N/A
6,7,0.023809523809523808,12.642857142857142,225,42,ar,Random,N/A
4,6,0.07142857142857142,1.7142857142857142,0,14,ar,Human,N/A
4,4,0.07142857142857142,4.071428571428571,15,14,ar,Random,N/A
4,8,0.034482758620689655,3.206896551724138,0,29,ar,Human,N/A
5,4,0.034482758620689655,10.448275862068966,121,29,ar,Random,N/A
3,10,0.04,2.92,0,25,ar,Human,N/A
6,4,0.04,8.52,55,25,ar,Random,N/A
3,9,0.025,3.375,0,40,ar,Human,N/A
5,6,0.025,13.425,211,40,ar,Random,N/A
5,12,0.022222222222222223,3.3333333333333335,0,45,ar,Human,N/A
4,10,0.022222222222222223,15.822222222222223,308,45,ar,Random,N/A
3,15,0.02127659574468085,2.9574468085106385,0,47,ar,Human,N/A
6,6,0.02127659574468085,18.127659574468087,360,47,ar,Random,N/A
3,12,0.03571428571428571,2.5714285714285716,0,28,ar,Human,N/A
6,5,0.03571428571428571,9.142857142857142,107,28,ar,Random,N/A
4,7,0.037037037037037035,3.740740740740741,0,27,ar,Human,N/A
4,5,0.037037037037037035,7.0,46,27,ar,Random,N/A
3,12,0.029411764705882353,3.088235294117647,0,34,ar,Human,N/A
4,5,0.029411764705882353,9.588235294117647,120,34,ar,Random,N/A
3,14,0.037037037037037035,2.4074074074074074,0,27,ar,Human,N/A
4,5,0.037037037037037035,5.888888888888889,46,27,ar,Random,N/A
5,6,0.03125,3.53125,0,32,ar,Human,N/A
7,6,0.03125,10.0625,104,32,ar,Random,N/A
3,3,0.14285714285714285,1.1428571428571428,0,7,ar,Human,N/A
2,3,0.14285714285714285,2.4285714285714284,3,7,ar,Random,N/A
4,8,0.03125,3.0625,0,32,ar,Human,N/A
5,6,0.03125,9.28125,115,32,ar,Random,N/A
3,6,0.07692307692307693,2.3846153846153846,2,13,ar,Human,N/A
3,5,0.07692307692307693,5.3076923076923075,19,13,ar,Random,N/A
3,7,0.045454545454545456,3.227272727272727,1,22,ar,Human,N/A
5,5,0.045454545454545456,6.7727272727272725,54,22,ar,Random,N/A
3,12,0.03125,2.90625,0,32,ar,Human,N/A
5,5,0.03125,10.40625,115,32,ar,Random,N/A
4,9,0.029411764705882353,3.2941176470588234,4,34,ar,Human,N/A
6,8,0.029411764705882353,11.0,146,34,ar,Random,N/A
3,13,0.029411764705882353,2.6470588235294117,0,34,ar,Human,N/A
6,8,0.029411764705882353,12.5,148,34,ar,Random,N/A
5,4,0.0625,2.8125,0,16,ar,Human,N/A
3,4,0.0625,5.1875,27,16,ar,Random,N/A
3,5,0.058823529411764705,1.7058823529411764,0,17,ar,Human,N/A
4,5,0.058823529411764705,5.0588235294117645,37,17,ar,Random,N/A
4,11,0.018867924528301886,3.30188679245283,0,53,ar,Human,N/A
5,6,0.018867924528301886,16.39622641509434,378,53,ar,Random,N/A
9,12,0.015873015873015872,5.015873015873016,0,63,ar,Human,N/A
6,7,0.015873015873015872,20.523809523809526,617,63,ar,Random,N/A
4,12,0.017241379310344827,3.7241379310344827,1,58,ar,Human,N/A
9,6,0.017241379310344827,20.103448275862068,520,58,ar,Random,N/A
5,10,0.023809523809523808,3.0238095238095237,0,42,ar,Human,N/A
7,5,0.023809523809523808,17.0,283,42,ar,Random,N/A
4,8,0.04,2.88,0,25,ar,Human,N/A
3,6,0.04,8.0,130,25,ar,Random,N/A
3,9,0.034482758620689655,3.8275862068965516,0,29,ar,Human,N/A
7,5,0.034482758620689655,12.03448275862069,134,29,ar,Random,N/A
5,11,0.02127659574468085,3.0425531914893615,0,47,ar,Human,N/A
4,9,0.02127659574468085,14.23404255319149,314,47,ar,Random,N/A
5,8,0.023255813953488372,3.302325581395349,0,43,ar,Human,N/A
5,6,0.023255813953488372,15.627906976744185,312,43,ar,Random,N/A
4,12,0.02127659574468085,3.1914893617021276,0,47,ar,Human,N/A
5,6,0.02127659574468085,14.553191489361701,293,47,ar,Random,N/A
4,10,0.045454545454545456,2.590909090909091,1,22,ar,Human,N/A
3,4,0.045454545454545456,6.409090909090909,62,22,ar,Random,N/A
4,9,0.034482758620689655,2.8275862068965516,0,29,ar,Human,N/A
5,5,0.034482758620689655,9.689655172413794,108,29,ar,Random,N/A
3,12,0.038461538461538464,2.5384615384615383,0,26,ar,Human,N/A
5,4,0.038461538461538464,9.653846153846153,107,26,ar,Random,N/A
26,5,0.01639344262295082,11.475409836065573,0,61,ar,Human,N/A
6,6,0.01639344262295082,20.721311475409838,613,61,ar,Random,N/A
5,2,0.125,3.0,0,8,ar,Human,N/A
3,2,0.125,2.625,1,8,ar,Random,N/A
3,16,0.017241379310344827,3.1379310344827585,1,58,ar,Human,N/A
5,9,0.017241379310344827,15.810344827586206,472,58,ar,Random,N/A
8,10,0.013513513513513514,4.094594594594595,0,74,ar,Human,N/A
13,6,0.013513513513513514,27.91891891891892,846,74,ar,Random,N/A
4,11,0.016129032258064516,3.4193548387096775,0,62,ar,Human,N/A
9,5,0.016129032258064516,20.080645161290324,516,62,ar,Random,N/A
5,11,0.013513513513513514,5.22972972972973,0,74,ar,Human,N/A
6,9,0.013513513513513514,24.81081081081081,825,74,ar,Random,N/A
3,6,0.058823529411764705,3.0,0,17,ar,Human,N/A
4,4,0.058823529411764705,5.117647058823529,26,17,ar,Random,N/A
3,10,0.03225806451612903,2.838709677419355,0,31,ar,Human,N/A
6,5,0.03225806451612903,10.774193548387096,156,31,ar,Random,N/A
5,20,0.013157894736842105,2.9078947368421053,0,76,ar,Human,N/A
6,5,0.013157894736842105,27.776315789473685,981,76,ar,Random,N/A
4,18,0.019230769230769232,3.1923076923076925,0,52,ar,Human,N/A
7,7,0.019230769230769232,15.615384615384615,357,52,ar,Random,N/A
5,9,0.03225806451612903,3.225806451612903,2,31,ar,Human,N/A
5,6,0.03225806451612903,11.03225806451613,133,31,ar,Random,N/A
3,5,0.09090909090909091,1.2727272727272727,0,11,ar,Human,N/A
3,4,0.09090909090909091,3.6363636363636362,8,11,ar,Random,N/A
5,13,0.02040816326530612,3.673469387755102,0,49,ar,Human,N/A
5,9,0.02040816326530612,16.979591836734695,302,49,ar,Random,N/A
4,6,0.04,3.68,0,25,ar,Human,N/A
4,5,0.04,8.24,94,25,ar,Random,N/A
6,14,0.021739130434782608,3.760869565217391,0,46,ar,Human,N/A
6,6,0.021739130434782608,13.565217391304348,288,46,ar,Random,N/A
6,14,0.021739130434782608,2.8260869565217392,0,46,ar,Human,N/A
6,8,0.021739130434782608,13.76086956521739,244,46,ar,Random,N/A
5,13,0.01818181818181818,3.9454545454545453,0,55,ar,Human,N/A
5,7,0.01818181818181818,17.98181818181818,412,55,ar,Random,N/A
4,13,0.025,3.45,0,40,ar,Human,N/A
6,5,0.025,12.475,246,40,ar,Random,N/A
4,10,0.03571428571428571,3.5357142857142856,0,28,ar,Human,N/A
5,6,0.03571428571428571,9.571428571428571,129,28,ar,Random,N/A
3,13,0.041666666666666664,2.2916666666666665,0,24,ar,Human,N/A
5,6,0.041666666666666664,9.416666666666666,70,24,ar,Random,N/A
3,9,0.02631578947368421,3.026315789473684,0,38,ar,Human,N/A
5,7,0.02631578947368421,12.394736842105264,221,38,ar,Random,N/A
4,11,0.02857142857142857,2.7714285714285714,0,35,ar,Human,N/A
7,5,0.02857142857142857,13.228571428571428,190,35,ar,Random,N/A
5,6,0.058823529411764705,2.7058823529411766,0,17,ar,Human,N/A
4,4,0.058823529411764705,7.823529411764706,44,17,ar,Random,N/A
4,11,0.024390243902439025,3.2439024390243905,0,41,ar,Human,N/A
4,6,0.024390243902439025,13.707317073170731,185,41,ar,Random,N/A
5,8,0.037037037037037035,3.0,0,27,ar,Human,N/A
7,6,0.037037037037037035,9.814814814814815,108,27,ar,Random,N/A
4,12,0.02564102564102564,3.717948717948718,0,39,ar,Human,N/A
5,7,0.02564102564102564,13.435897435897436,243,39,ar,Random,N/A
2,3,0.2,1.0,0,5,ar,Human,N/A
1,4,0.2,1.6,0,5,ar,Random,N/A
5,7,0.025,3.65,0,40,ar,Human,N/A
7,5,0.025,11.975,168,40,ar,Random,N/A
5,9,0.02631578947368421,3.5,0,38,ar,Human,N/A
5,7,0.02631578947368421,13.921052631578947,264,38,ar,Random,N/A
4,11,0.030303030303030304,2.878787878787879,1,33,ar,Human,N/A
6,5,0.030303030303030304,11.424242424242424,101,33,ar,Random,N/A
4,9,0.03333333333333333,3.1333333333333333,0,30,ar,Human,N/A
4,7,0.03333333333333333,10.266666666666667,124,30,ar,Random,N/A
4,8,0.02857142857142857,3.5714285714285716,0,35,ar,Human,N/A
4,5,0.02857142857142857,12.0,174,35,ar,Random,N/A
6,13,0.01818181818181818,3.8181818181818183,0,55,ar,Human,N/A
4,8,0.01818181818181818,20.381818181818183,402,55,ar,Random,N/A
5,12,0.02564102564102564,3.9743589743589745,0,39,ar,Human,N/A
6,7,0.02564102564102564,16.28205128205128,249,39,ar,Random,N/A
7,7,0.027777777777777776,4.111111111111111,0,36,ar,Human,N/A
5,5,0.027777777777777776,9.527777777777779,133,36,ar,Random,N/A
3,4,0.09090909090909091,2.0,0,11,ar,Human,N/A
3,4,0.09090909090909091,3.5454545454545454,12,11,ar,Random,N/A
5,8,0.022727272727272728,4.0227272727272725,0,44,ar,Human,N/A
4,6,0.022727272727272728,15.159090909090908,315,44,ar,Random,N/A
4,10,0.022222222222222223,3.688888888888889,2,45,ar,Human,N/A
